freeze,body_type,fuel_type_group,price_bucket,share_delta_pp,gravity_delta,upper_band_growth_pct,CES_score,top3_price_position,receiver_tier,sales,val_sales,val_growth_pct,expanded
2024-03,SUV,其他能源,25-30万,1.1005636222008253,-0.8812662432684846,5.627145739605388,0.261646792808227,54666.16620081114,非Receiver,337726.0,446476.0,32.20065970638921,True
2024-03,SUV,其他能源,30-35万,0.0683405434192057,-0.8812662432684846,-66.16624354467734,0.030016447368421,66251.78625245669,非Receiver,380582.0,216336.0,-43.15653394012329,False
2024-03,SUV,其他能源,35-40万,-3.736639224875931,-0.8812662432684846,175.76548948200679,,72026.70598026995,非Receiver,124741.0,149534.0,19.875582206331522,True
2024-03,SUV,其他能源,40-45万,1.0291479077233923,-0.8812662432684846,11.565974652048826,,87385.11613175456,非Receiver,115099.0,52317.0,-54.546086412566574,False
2024-03,SUV,其他能源,45-50万,0.05369408120496155,-0.8812662432684846,-25.16758210962896,,94375.87661766166,非Receiver,57394.0,32258.0,-43.79551869533401,False
2024-03,SUV,其他能源,5-10万,1.4172547230716717,-0.8812662432684846,10.043513474129085,,17334.66945737735,非Receiver,1048526.0,1355209.0,29.248964737164364,True
2024-03,SUV,其他能源,50-55万,-0.18907743015905792,-0.8812662432684846,-6.912215411558664,,103235.22426546163,非Receiver,33379.0,25563.0,-23.4159201893406,False
2024-03,SUV,其他能源,55-60万,-0.02948401811360668,-0.8812662432684846,5.2987009106325145,,114560.29939180208,非Receiver,17009.0,51014.0,199.9235698747722,True
2024-03,SUV,其他能源,60万以上,0.038134707104819476,-0.8812662432684846,,,70703.93723784169,非Receiver,281912.0,189871.0,-32.64884077300718,False
2024-03,SUV,新能源,10-15万,16.559254997073516,-0.7997292132316929,-5.264716217447319,0.4466282279702465,27351.133280407394,Strong Receiver,791600.0,1922807.0,142.9013390601314,True
2024-03,SUV,新能源,15-20万,-15.921978229056762,-0.7997292132316929,58.49153925508492,0.3886137147702667,32959.99544401704,非Receiver,873501.0,1106648.0,26.691097090902005,True
